scheme_slug,scheme_name,faq_number,question,answer
aa,Advance Authorisation(AA),2,Can I apply for Advance Authorisation if I am a pharmaceutical exporter?,"Yes, but Advance Authorisation for pharmaceutical products made through Non-Infringing (NI) process is issued only to manufacturer exporters."
aa,Advance Authorisation(AA),3,What benefits does this scheme offer for imported inputs?,"It allows duty-free import of inputs physically incorporated in the export product, including fuel, oil, and catalysts consumed during production."
aa,Advance Authorisation(AA),4,Are there any exemptions from taxes and duties under this scheme?,"Yes, inputs are exempted from Basic Customs Duty, Additional Customs Duty, Education Cess, Anti-dumping Duty, Safeguard Duty, IGST, and Compensation Cess."
aa,Advance Authorisation(AA),5,Is there any provision for importing spices under this scheme?,"Yes, duty-free import of spices under Chapter 9 is allowed only for crushing, grinding, sterilization, or oil/oleoresin manufacturing, not for cleaning or repacking."
aa,Advance Authorisation(AA),6,What is the time limit to complete the export obligation?,Please follow the given path:  |  The export obligation must be fulfilled within 18 months from the date of issue of the Authorisation or as notified by DGFT.
aa,Advance Authorisation(AA),7,What are SION norms?,SION (Standard Input Output Norms) are sector-wise norms notified by DGFT that define input-output ratios for specific export products.
aa,Advance Authorisation(AA),8,Is Advance Authorisation applicable for SEZ or intermediate supplies?,"Yes, it can be issued for physical exports, including SEZ supplies, intermediate supplies, and other specified categories under FTP para 7.02."
aa,Advance Authorisation(AA),9,How do I start the application process for Advance Authorisation?,You must visit www.dgft.gov.in and apply under Services > Advance Authorisation / DFIA > Apply for Advance Authorisation (ANF 4A).
aa,Advance Authorisation(AA),10,What is RCMC and why is it necessary?,Please follow the given path: | RCMC (Registration cum Membership Certificate) from the relevant Export Promotion Council is required to claim export benefits and apply for restricted licenses.
aabcs,Annal Ambedkar Business Champions Scheme,1,Who are the beneficiaries?,"The beneficiaries shall be persons belonging to SC/ST communities. Enterprises supported under the scheme shall be 100% owned by persons belonging to SC/STs. The enterprises may have any legal personality allowed to conduct business for profit as per prevailing laws which include sole proprietorship, partnership, and company."
aabcs,Annal Ambedkar Business Champions Scheme,2,What is the age limit to apply under the scheme?,The age limit for beneficiaries will be 55 years.
aabcs,Annal Ambedkar Business Champions Scheme,3,Anyone residing outside Tamil Nadu State can start business in Tamil Nadu under the scheme?,"No, the applicant should be a resident of Tamil Nadu State."
aabcs,Annal Ambedkar Business Champions Scheme,4,Is there any income ceiling to get assistance under the scheme?,"No, there is no family income ceiling prescribed for assistance in setting up projects under this scheme."
aabcs,Annal Ambedkar Business Champions Scheme,5,What does project cost include?,"The project costs include land, plant, machinery, testing equipment, and computing devices with the cost of land not exceeding 20% of the project cost. Vehicles shall be considered if it is integral to the business process."
aabcs,Annal Ambedkar Business Champions Scheme,6,How much maximum subsidy is available under this scheme?,"Under the scheme, the State Government will provide a 35% capital subsidy on the Eligible Project Cost, not exceeding [?]1.5 Crore."
aabcs,Annal Ambedkar Business Champions Scheme,7,What should be the minimum qualification required to avail of the benefits of the scheme?,There shall be no minimum educational qualification for beneficiaries.
aabcs,Annal Ambedkar Business Champions Scheme,8,Is this scheme only for the new enterprises?,"No, the scheme can support both new enterprises and the expansion of existing enterprises."
aabcs,Annal Ambedkar Business Champions Scheme,9,What type of businesses are covered under the scheme?,The eligible enterprises can be business enterprises in the areas of manufacturing and services. Trading-related projects which are above the threshold of assistance under the existing Unemployed Youth Employment Generation Programme (UYEGP) scheme will also be covered.
aabcs,Annal Ambedkar Business Champions Scheme,10,Will the Entrepreneurship Development Training be given to all beneficiaries?,"Yes, Entrepreneurship Development Training will be given to all beneficiaries by Entrepreneurship Development and Innovation Institute,"
aabcs,Annal Ambedkar Business Champions Scheme,11,At what rate will interest subvention be given for loans sanctioned under this scheme?,A 6% interest subvention will be given for loans sanctioned under this scheme.
aabcs,Annal Ambedkar Business Champions Scheme,12,For how many years interest subvention shall be sanctioned for working capital of the project?,The working capital sanctioned for the project shall be eligible for interest subvention for a period not exceeding 2 years.
aabcs,Annal Ambedkar Business Champions Scheme,13,Who are the members of State Level Steering Committee?,"A State Level Steering Committee for the scheme shall be constituted with the Secretaries of Finance, Micro, Small and Medium Enterprises, Adi Dravidar and Tribal Welfare Departments, Industries Commissioner and Director of Industries and Commerce, Commissioner of Adi Dravidar Welfare and Commissioner of Tribal Welfare. This Committee will review the scheme once a quarter and suggest necessary modifications, if necessary."
aabcs,Annal Ambedkar Business Champions Scheme,14,Is there any bar on beneficiaries to claim additional capital subsidy?,No bar on beneficiaries to claim additional capital subsidy from schemes operated by agencies not controlled by Govt. of Tamil Nadu
aabcs,Annal Ambedkar Business Champions Scheme,15,How can a beneficiary apply under the scheme?,"The applicant willing to avail loan under the AABCS scheme should fill up the online application through the Official Website of the Micro, Small and Medium Enterprises Department, Government of Tamil Nadu. https://msmeonline.tn.gov.in/aabcs/index.php"
aabssobpmbos,Advanced Animal Breeding Scheme (Supply of Breedable Pedigree Murrah Bull on Subsidy),1,What is the objective of the Advanced Animal Breeding Scheme?,The scheme aims to supply breedable pedigree Murrah bulls to progressive cattle breeders or trained cow-helpers to improve livestock quality and milk production.
aabssobpmbos,Advanced Animal Breeding Scheme (Supply of Breedable Pedigree Murrah Bull on Subsidy),2,Who is eligible for this scheme?,"The scheme is available to all sections of society, provided the applicant is a progressive cattle breeder or a trained cow-helper."
aabssobpmbos,Advanced Animal Breeding Scheme (Supply of Breedable Pedigree Murrah Bull on Subsidy),3,What is the unit cost for the Murrah bull?,"The unit cost for the breedable pedigree Murrah bull is Rs. 60,000, which includes transportation and Rs. 2,000 for insurance."
aabssobpmbos,Advanced Animal Breeding Scheme (Supply of Breedable Pedigree Murrah Bull on Subsidy),4,What percentage of the cost is covered by the grant?,"The scheme provides a 75% grant, while the beneficiary is required to pay the remaining 25% of the cost."
aabssobpmbos,Advanced Animal Breeding Scheme (Supply of Breedable Pedigree Murrah Bull on Subsidy),5,Can anyone from any section of society apply for the scheme?,"Yes, the scheme is open to all sections of society, and there are no caste or category restrictions."
aabssobpmbos,Advanced Animal Breeding Scheme (Supply of Breedable Pedigree Murrah Bull on Subsidy),6,What is the benefit provided under this scheme?,"Beneficiaries receive a breedable pedigree Murrah bull at a subsidized rate, helping improve cattle breeding practices and milk production."
aabssobpmbos,Advanced Animal Breeding Scheme (Supply of Breedable Pedigree Murrah Bull on Subsidy),7,Is there any financial assistance for transportation and insurance?,"Yes, transportation and insurance costs are included in the unit cost of Rs. 60,000."
aabssobpmbos,Advanced Animal Breeding Scheme (Supply of Breedable Pedigree Murrah Bull on Subsidy),8,Where is the scheme applicable?,The scheme is applicable in all districts of Madhya Pradesh.
aabssobpmbos,Advanced Animal Breeding Scheme (Supply of Breedable Pedigree Murrah Bull on Subsidy),9,Can I use the Murrah bull for commercial purposes?,"Yes, the Murrah bull is intended to improve breeding and milk production, and it can be used for commercial purposes in line with the scheme's objectives."
aaby,Aam Aadmi Bima Yojana,1,"What is the ""Aam Aadmi Bima Yojana (AABY)""?","The ""Aam Aadmi Bima Yojana (AABY)"" is a social security scheme launched by the Government of India to provide life and disability insurance to members of identified occupational groups, rural landless households, and unorganized workers."
